ID,type,descr,city,suburb,year,geo
13519,Drug Offences,Possession and/or use of amphetamines,Sydney,ULTIMO,2015,POINT (151.198756 -33.87774)
13520,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.194925 -33.883615)
13521,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.194925 -33.883615)
13523,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.204885 -33.880985)
13525,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219395 -33.87193)
13526,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219395 -33.87193)
13527,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219395 -33.87193)
13528,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219395 -33.87193)
13529,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21909 -33.881605)
13530,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21909 -33.881605)
13531,Drug Offences,Possession and/or use of amphetamines,Sydney,ZETLAND,2015,POINT (151.20825 -33.90772)
13535,Drug Offences,Possession and/or use of amphetamines,Sydney,SYDNEY,2015,POINT (151.208945 -33.863615)
13536,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216275 -33.874485)
13537,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216275 -33.874485)
13539,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219025 -33.870255)
13540,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219025 -33.870255)
13541,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.225834 -33.867818)
13542,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.225834 -33.867818)
13546,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223875 -33.873265)
13547,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223875 -33.873265)
13550,Drug Offences,Possession and/or use of amphetamines,Sydney,REDFERN,2015,POINT (151.2096 -33.896465)
13551,Drug Offences,Possession and/or use of amphetamines,Sydney,REDFERN,2015,POINT (151.2096 -33.896465)
13552,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.188085 -33.879935)
13553,Drug Offences,Possession and/or use of amphetamines,Sydney,ULTIMO,2015,POINT (151.19713 -33.875032)
13554,Drug Offences,Possession and/or use of amphetamines,Sydney,ULTIMO,2015,POINT (151.19713 -33.875032)
13555,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.2165 -33.87759)
13556,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.222425 -33.87488)
13557,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.2256 -33.86742)
13558,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223597 -33.874108)
13559,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223597 -33.874108)
13560,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.20741 -33.90034)
13561,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.216885 -33.87115)
13562,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.209939 -33.888842)
13563,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.209939 -33.888842)
13564,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.193844 -33.879506)
13565,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.193844 -33.879506)
13566,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.212615 -33.87719)
13567,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.212615 -33.87719)
13570,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.178234 -33.886476)
13571,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.178234 -33.886476)
13572,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216465 -33.87467)
13573,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216465 -33.87467)
13574,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219285 -33.872911)
13575,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219285 -33.872911)
13577,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.21421 -33.87848)
13578,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.21421 -33.87848)
13579,Drug Offences,Possession and/or use of amphetamines,Sydney,CHIPPENDALE,2015,POINT (151.196446 -33.884314)
13580,Drug Offences,Possession and/or use of amphetamines,Sydney,ZETLAND,2015,POINT (151.20827 -33.906255)
13581,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21983 -33.869111)
13582,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21991 -33.87153)
13583,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21991 -33.87153)
13584,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.21085 -33.88131)
13586,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219404 -33.87295)
13587,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219404 -33.87295)
13588,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219285 -33.872911)
13589,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219285 -33.872911)
13591,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21842 -33.87298)
13592,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21842 -33.87298)
13593,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.214905 -33.880685)
13594,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.202743 -33.899586)
13595,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.202743 -33.899586)
13596,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.20958 -33.88708)
13597,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.20958 -33.88708)
13599,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.214905 -33.880685)
13600,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.223962 -33.875941)
13601,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.223962 -33.875941)
13604,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.21221 -33.88035)
13608,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.208799 -33.87972)
13609,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.208799 -33.87972)
13615,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219025 -33.870255)
13616,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219025 -33.870255)
13617,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.207989 -33.897494)
13618,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.207989 -33.897494)
13619,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.22377 -33.87311)
13620,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.22377 -33.87311)
13625,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.178705 -33.884785)
13626,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.178705 -33.884785)
13627,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.215393 -33.874101)
13628,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.215393 -33.874101)
13631,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.208763 -33.879712)
13632,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.208763 -33.879712)
13633,Drug Offences,Possession and/or use of amphetamines,Sydney,CHIPPENDALE,2015,POINT (151.20012 -33.88629)
13635,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.19144 -33.8847)
13639,Drug Offences,Possession and/or use of amphetamines,Sydney,ZETLAND,2015,POINT (151.21251 -33.904025)
13640,Drug Offences,Possession and/or use of amphetamines,Sydney,ZETLAND,2015,POINT (151.21251 -33.904025)
13641,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223706 -33.867709)
13642,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223706 -33.867709)
13643,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.222425 -33.87488)
13644,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.2256 -33.86742)
13645,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.2256 -33.86742)
13646,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.190449 -33.876056)
13647,Drug Offences,Possession and/or use of amphetamines,Sydney,GLEBE,2015,POINT (151.190449 -33.876056)
13649,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.212605 -33.89693)
13650,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.212605 -33.89693)
13652,Drug Offences,Possession and/or use of amphetamines,Sydney,MOORE PARK,2015,POINT (151.22346 -33.891154)
13653,Drug Offences,Possession and/or use of amphetamines,Sydney,MOORE PARK,2015,POINT (151.22346 -33.891154)
13654,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.22559 -33.86741)
13655,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.22559 -33.86741)
13656,Drug Offences,Possession and/or use of amphetamines,Sydney,NEWTOWN,2015,POINT (151.18285 -33.896025)
13657,Drug Offences,Possession and/or use of amphetamines,Sydney,MOORE PARK,2015,POINT (151.22346 -33.891154)
13658,Drug Offences,Possession and/or use of amphetamines,Sydney,MOORE PARK,2015,POINT (151.22346 -33.891154)
13659,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219404 -33.87295)
13660,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219404 -33.87295)
13661,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21991 -33.87153)
13662,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.222425 -33.87488)
13663,Drug Offences,Possession and/or use of amphetamines,Sydney,WATERLOO,2015,POINT (151.20083 -33.89865)
13664,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21583 -33.872245)
13665,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21583 -33.872245)
13666,Drug Offences,Possession and/or use of amphetamines,Sydney,CHIPPENDALE,2015,POINT (151.20012 -33.88629)
13669,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21742 -33.87768)
13670,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21742 -33.87768)
13671,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.204765 -33.878165)
13674,Drug Offences,Possession and/or use of amphetamines,Sydney,REDFERN,2015,POINT (151.20923 -33.8935)
13675,Drug Offences,Possession and/or use of amphetamines,Sydney,REDFERN,2015,POINT (151.20923 -33.8935)
13676,Drug Offences,Possession and/or use of amphetamines,Sydney,THE ROCKS,2015,POINT (151.20849 -33.86097)
13677,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.17704 -33.88555)
13678,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.189656 -33.889963)
13681,Drug Offences,Possession and/or use of amphetamines,Sydney,CHIPPENDALE,2015,POINT (151.20221 -33.88399)
13682,Drug Offences,Possession and/or use of amphetamines,Sydney,SYDNEY,2015,POINT (151.207058 -33.869245)
13685,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.205315 -33.87964)
13686,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21596 -33.87589)
13687,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21596 -33.87589)
13688,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.223883 -33.873279)
13689,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21977 -33.877765)
13690,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21977 -33.877765)
13691,Drug Offences,Possession and/or use of amphetamines,Sydney,ZETLAND,2015,POINT (151.20825 -33.90772)
13693,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.212145 -33.885615)
13694,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21865 -33.870735)
13695,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21865 -33.870735)
13696,Drug Offences,Possession and/or use of amphetamines,Sydney,SURRY HILLS,2015,POINT (151.21421 -33.87848)
13697,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21961 -33.87284)
13698,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21961 -33.87284)
13699,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216565 -33.877555)
13700,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.220415 -33.878505)
13701,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.220415 -33.878505)
13704,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21685 -33.87603)
13705,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.21685 -33.87603)
13706,Drug Offences,Possession and/or use of amphetamines,Sydney,HAYMARKET,2015,POINT (151.210595 -33.878675)
13707,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21773 -33.872545)
13708,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21773 -33.872545)
13709,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGHURST,2015,POINT (151.216705 -33.881045)
13710,Drug Offences,Possession and/or use of amphetamines,Sydney,DARLINGTON,2015,POINT (151.19724 -33.88875)
13712,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21583 -33.872245)
13713,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21583 -33.872245)
13717,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21849 -33.87266)
13718,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.21849 -33.87266)
13721,Drug Offences,Possession and/or use of amphetamines,Sydney,WOOLLOOMOOLOO,2015,POINT (151.219404 -33.87295)
13723,Drug Offences,Possession and/or use of amphetamines,Sydney,CAMPERDOWN,2015,POINT (151.194775 -33.884502)
13724,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.222425 -33.87488)
13725,Drug Offences,Possession and/or use of amphetamines,Sydney,POTTS POINT,2015,POINT (151.222425 -33.87488)
13727,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.21278 -33.89151)
13728,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.21278 -33.89151)
13730,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223269 -33.87353)
13731,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223269 -33.87353)
13732,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222295 -33.874895)
13733,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222295 -33.874895)
13736,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223525 -33.87457)
13738,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.202926 -33.865304)
13739,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.202926 -33.865304)
13740,Drug Offences,Possession and/or use of cocaine,Sydney,GLEBE,2014,POINT (151.19144 -33.8847)
13742,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.222025 -33.875435)
13750,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13751,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13752,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.212595 -33.87722)
13753,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.212595 -33.87722)
13754,Drug Offences,Possession and/or use of cocaine,Sydney,WATERLOO,2014,POINT (151.20555 -33.902695)
13755,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223597 -33.874108)
13758,Drug Offences,Possession and/or use of cocaine,Sydney,MOORE PARK,2014,POINT (151.22845 -33.89142)
13759,Drug Offences,Possession and/or use of cocaine,Sydney,MOORE PARK,2014,POINT (151.22845 -33.89142)
13760,Drug Offences,Possession and/or use of cocaine,Sydney,WATERLOO,2014,POINT (151.200869 -33.898576)
13763,Drug Offences,Possession and/or use of cocaine,Sydney,ULTIMO,2014,POINT (151.200241 -33.879972)
13764,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22239 -33.87393)
13765,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22239 -33.87393)
13766,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.21772 -33.87617)
13767,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.21772 -33.87617)
13768,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223031 -33.874149)
13769,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
13771,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.21444 -33.88305)
13772,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.21444 -33.88305)
13773,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.203125 -33.869125)
13774,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.212715 -33.882525)
13775,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22282 -33.87187)
13783,Drug Offences,Possession and/or use of cocaine,Sydney,MOORE PARK,2014,POINT (151.217884 -33.888527)
13784,Drug Offences,Possession and/or use of cocaine,Sydney,MOORE PARK,2014,POINT (151.217884 -33.888527)
13785,Drug Offences,Possession and/or use of cocaine,Sydney,ROSEBERY,2014,POINT (151.21076 -33.92344)
13789,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.212795 -33.89155)
13790,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.212795 -33.89155)
13791,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.214905 -33.880685)
13792,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.214905 -33.880685)
13793,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.223878 -33.877056)
13796,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.20398 -33.86386)
13797,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.204533 -33.869214)
13798,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.204533 -33.869214)
13801,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.214635 -33.87967)
13802,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.214635 -33.87967)
13810,Drug Offences,Possession and/or use of cocaine,Sydney,PYRMONT,2014,POINT (151.195576 -33.86498)
13820,Drug Offences,Possession and/or use of cocaine,Sydney,WOOLLOOMOOLOO,2014,POINT (151.21849 -33.87266)
13821,Drug Offences,Possession and/or use of cocaine,Sydney,ZETLAND,2014,POINT (151.209005 -33.907255)
13822,Drug Offences,Possession and/or use of cocaine,Sydney,REDFERN,2014,POINT (151.20679 -33.8931)
13823,Drug Offences,Possession and/or use of cocaine,Sydney,WATERLOO,2014,POINT (151.208921 -33.89747)
13824,Drug Offences,Possession and/or use of cocaine,Sydney,WATERLOO,2014,POINT (151.208921 -33.89747)
13827,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.206545 -33.888625)
13828,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.206545 -33.888625)
13834,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223597 -33.874108)
13835,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223597 -33.874108)
13836,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
13837,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
13838,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.22039 -33.87814)
13839,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
13840,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
13843,Drug Offences,Possession and/or use of cocaine,Sydney,WOOLLOOMOOLOO,2014,POINT (151.219285 -33.872911)
13844,Drug Offences,Possession and/or use of cocaine,Sydney,WOOLLOOMOOLOO,2014,POINT (151.219285 -33.872911)
13847,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13848,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13849,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22418 -33.873879)
13850,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22418 -33.873879)
13851,Drug Offences,Possession and/or use of cocaine,Sydney,THE ROCKS,2014,POINT (151.20802 -33.85911)
13852,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.216839 -33.881444)
13853,Drug Offences,Possession and/or use of cocaine,Sydney,SURRY HILLS,2014,POINT (151.216839 -33.881444)
13854,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.226284 -33.876363)
13855,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.226284 -33.876363)
13858,Drug Offences,Possession and/or use of cocaine,Sydney,THE ROCKS,2014,POINT (151.20802 -33.85911)
13859,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22453 -33.87209)
13860,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22453 -33.87209)
13863,Drug Offences,Possession and/or use of cocaine,Sydney,WOOLLOOMOOLOO,2014,POINT (151.2189 -33.868579)
13864,Drug Offences,Possession and/or use of cocaine,Sydney,WOOLLOOMOOLOO,2014,POINT (151.2189 -33.868579)
13872,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2256 -33.86742)
13873,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13874,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13875,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.222 -33.87749)
13880,Drug Offences,Possession and/or use of cocaine,Sydney,CAMPERDOWN,2014,POINT (151.178234 -33.886476)
13883,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223525 -33.87457)
13884,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223525 -33.87457)
13885,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223562 -33.873883)
13889,Drug Offences,Possession and/or use of cocaine,Sydney,ALEXANDRIA,2014,POINT (151.19746 -33.90241)
13890,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13891,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
13892,Drug Offences,Possession and/or use of cocaine,Sydney,SYDNEY,2014,POINT (151.20812 -33.87315)
13893,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22418 -33.873879)
13894,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.22418 -33.873879)
13895,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.224432 -33.873659)
13896,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.224432 -33.873659)
13898,Drug Offences,Possession and/or use of cocaine,Sydney,RUSHCUTTERS BAY,2014,POINT (151.224478 -33.875415)
13899,Drug Offences,Possession and/or use of cocaine,Sydney,RUSHCUTTERS BAY,2014,POINT (151.224478 -33.875415)
13907,Drug Offences,Possession and/or use of cocaine,Sydney,POTTS POINT,2014,POINT (151.223597 -33.874108)
13908,Drug Offences,Possession and/or use of cocaine,Sydney,DARLINGHURST,2014,POINT (151.216555 -33.875335)
