ID,type,descr,city,suburb,year,geo
2229,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.20849 -33.86097)
2230,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.20849 -33.86097)
2231,Assault,Non-domestic violence related assault,Sydney,ZETLAND,2014,POINT (151.2074 -33.90369)
2232,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.20959 -33.896509)
2233,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.213355 -33.889296)
2235,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20947 -33.87074)
2236,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20947 -33.87074)
2237,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.192376 -33.884012)
2238,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.222 -33.871584)
2239,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20553 -33.87088)
2240,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.21191 -33.87741)
2241,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.216969 -33.880647)
2242,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
2243,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20617 -33.87639)
2244,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20617 -33.87639)
2246,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.209895 -33.873305)
2247,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.212595 -33.87722)
2248,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.209705 -33.893565)
2249,Assault,Non-domestic violence related assault,Sydney,PYRMONT,2014,POINT (151.195945 -33.87116)
2250,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.193311 -33.884436)
2251,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.216323 -33.880352)
2252,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.216345 -33.879999)
2254,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20562 -33.86509)
2256,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.203895 -33.87109)
2258,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
2259,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.210835 -33.878596)
2260,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.2124 -33.87531)
2261,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20729 -33.86549)
2263,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.216969 -33.880647)
2264,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.21578 -33.87229)
2268,Assault,Non-domestic violence related assault,Sydney,CHIPPENDALE,2014,POINT (151.196446 -33.884314)
2270,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.211768 -33.871084)
2272,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20696 -33.8708)
2273,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
2274,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
2275,Assault,Non-domestic violence related assault,Sydney,MILLERS POINT,2014,POINT (151.20373 -33.86102)
2276,Assault,Non-domestic violence related assault,Sydney,NEWTOWN,2014,POINT (151.182881 -33.893898)
2277,Assault,Non-domestic violence related assault,Sydney,NEWTOWN,2014,POINT (151.182881 -33.893898)
2278,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.22128 -33.869525)
2280,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.204637 -33.878003)
2281,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.209705 -33.893565)
2282,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.207388 -33.881431)
2283,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.210889 -33.876418)
2284,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.20849 -33.86097)
2286,Assault,Non-domestic violence related assault,Sydney,WATERLOO,2014,POINT (151.202094 -33.896581)
2287,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.207915 -33.889945)
2288,Assault,Non-domestic violence related assault,Sydney,WATERLOO,2014,POINT (151.21492 -33.90091)
2289,Assault,Non-domestic violence related assault,Sydney,PYRMONT,2014,POINT (151.19269 -33.8693)
2290,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.210907 -33.866115)
2291,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.206272 -33.875757)
2292,Assault,Non-domestic violence related assault,Sydney,ERSKINEVILLE,2014,POINT (151.18613 -33.900075)
2293,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20728 -33.865595)
2294,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.222425 -33.87488)
2295,Assault,Non-domestic violence related assault,Sydney,WATERLOO,2014,POINT (151.20399 -33.89829)
2296,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.209729 -33.86234)
2299,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.194925 -33.883615)
2300,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.216565 -33.877555)
2301,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.211768 -33.871084)
2303,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20999 -33.86972)
2304,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.209705 -33.893565)
2305,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.210407 -33.878652)
2306,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20696 -33.8708)
2308,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.2057 -33.8778)
2309,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.192486 -33.878224)
2310,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.212574 -33.861947)
2311,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.20205 -33.89322)
2312,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.20849 -33.86097)
2313,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.20849 -33.86097)
2314,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.2086 -33.87829)
2315,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20822 -33.87077)
2316,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.206178 -33.876395)
2318,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.201655 -33.87749)
2319,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.21803 -33.874536)
2320,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.202631 -33.878292)
2321,Assault,Non-domestic violence related assault,Sydney,ERSKINEVILLE,2014,POINT (151.185354 -33.899949)
2322,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.22278 -33.87404)
2323,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.205543 -33.878108)
2324,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.212615 -33.87719)
2325,Assault,Non-domestic violence related assault,Sydney,DARLINGTON,2014,POINT (151.19185 -33.892415)
2327,Assault,Non-domestic violence related assault,Sydney,MOORE PARK,2014,POINT (151.21504 -33.900915)
2328,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.213626 -33.892046)
2329,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.212542 -33.87454)
2330,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.210889 -33.876418)
2331,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.211768 -33.871084)
2332,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.212555 -33.875945)
2333,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.212555 -33.875945)
2334,Assault,Non-domestic violence related assault,Sydney,REDFERN,2014,POINT (151.20621 -33.893617)
2335,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20999 -33.86968)
2336,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.20842 -33.882855)
2337,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.206068 -33.874312)
2339,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.220305 -33.86917)
2340,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.220305 -33.86917)
2343,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.222692 -33.874749)
2344,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.207047 -33.866826)
2345,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.211768 -33.871084)
2346,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.204288 -33.882796)
2347,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.22559 -33.86741)
2349,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20199 -33.868445)
2350,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.214918 -33.872534)
2351,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.20842 -33.882855)
2352,Assault,Non-domestic violence related assault,Sydney,CHIPPENDALE,2014,POINT (151.198685 -33.88564)
2353,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.208071 -33.882631)
2354,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.21849 -33.87266)
2355,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.2256 -33.86742)
2356,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20989 -33.87334)
2357,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.20409 -33.87872)
2358,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.21701 -33.88074)
2359,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.222295 -33.874895)
2360,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.223875 -33.873265)
2361,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.2053 -33.87964)
2362,Assault,Non-domestic violence related assault,Sydney,MOORE PARK,2014,POINT (151.222194 -33.894853)
2363,Assault,Non-domestic violence related assault,Sydney,WATERLOO,2014,POINT (151.21492 -33.90091)
2364,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.2137 -33.88693)
2365,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20812 -33.873115)
2367,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.207388 -33.881431)
2368,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.207388 -33.881431)
2369,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.2047 -33.87761)
2370,Assault,Non-domestic violence related assault,Sydney,THE ROCKS,2014,POINT (151.207265 -33.858975)
2371,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.209135 -33.872714)
2372,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.194771 -33.883191)
2373,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.192376 -33.884012)
2374,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.202168 -33.871902)
2375,Assault,Non-domestic violence related assault,Sydney,SURRY HILLS,2014,POINT (151.21436 -33.88353)
2376,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20701 -33.87296)
2377,Assault,Non-domestic violence related assault,Sydney,PADDINGTON,2014,POINT (151.21853 -33.885883)
2378,Assault,Non-domestic violence related assault,Sydney,WOOLLOOMOOLOO,2014,POINT (151.219905 -33.874215)
2379,Assault,Non-domestic violence related assault,Sydney,PYRMONT,2014,POINT (151.196848 -33.864412)
2380,Assault,Non-domestic violence related assault,Sydney,PYRMONT,2014,POINT (151.19499 -33.8664)
2381,Assault,Non-domestic violence related assault,Sydney,ULTIMO,2014,POINT (151.19884 -33.87778)
2382,Assault,Non-domestic violence related assault,Sydney,DARLINGTON,2014,POINT (151.19723 -33.88874)
2383,Assault,Non-domestic violence related assault,Sydney,DARLINGHURST,2014,POINT (151.21814 -33.88113)
2384,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20696 -33.8708)
2385,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20999 -33.86972)
2386,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.20999 -33.86972)
2387,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.222295 -33.874895)
2388,Assault,Non-domestic violence related assault,Sydney,PYRMONT,2014,POINT (151.1927 -33.8693)
2389,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.208393 -33.867165)
2390,Assault,Non-domestic violence related assault,Sydney,POTTS POINT,2014,POINT (151.2231 -33.874915)
2392,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.20409 -33.87872)
2393,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.206628 -33.875362)
2394,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.206628 -33.875362)
2395,Assault,Non-domestic violence related assault,Sydney,HAYMARKET,2014,POINT (151.202745 -33.879203)
2396,Assault,Non-domestic violence related assault,Sydney,SYDNEY,2014,POINT (151.208435 -33.874441)
2397,Assault,Non-domestic violence related assault,Sydney,GLEBE,2014,POINT (151.192486 -33.878224)
2398,Robbery,Robbery without a weapon,Sydney,WATERLOO,2013,POINT (151.202822 -33.899894)
2399,Robbery,Robbery without a weapon,Sydney,CHIPPENDALE,2013,POINT (151.19736 -33.88608)
2400,Robbery,Robbery with a weapon not a firearm,Sydney,NEWTOWN,2013,POINT (151.181465 -33.89471)
2401,Robbery,Robbery with a weapon not a firearm,Sydney,DARLINGHURST,2013,POINT (151.214996 -33.876439)
2402,Robbery,Robbery without a weapon,Sydney,ZETLAND,2013,POINT (151.204565 -33.90483)
2403,Robbery,Robbery with a weapon not a firearm,Sydney,DARLINGHURST,2013,POINT (151.2154 -33.87843)
2404,Robbery,Robbery with a weapon not a firearm,Sydney,REDFERN,2013,POINT (151.20363 -33.89419)
2405,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.202162 -33.889111)
2406,Robbery,Robbery without a weapon,Sydney,WATERLOO,2013,POINT (151.200935 -33.89863)
2407,Robbery,Robbery without a weapon,Sydney,CHIPPENDALE,2013,POINT (151.195615 -33.88699)
2408,Robbery,Robbery with a weapon not a firearm,Sydney,ROSEBERY,2013,POINT (151.20795 -33.91724)
2409,Robbery,Robbery with a weapon not a firearm,Sydney,POTTS POINT,2013,POINT (151.22258 -33.875515)
2410,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.21476 -33.89063)
2411,Robbery,Robbery with a firearm,Sydney,ALEXANDRIA,2013,POINT (151.18133 -33.90786)
2412,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.192655 -33.87893)
2413,Robbery,Robbery with a weapon not a firearm,Sydney,DARLINGHURST,2013,POINT (151.218315 -33.88205)
2414,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.19113 -33.88314)
2415,Robbery,Robbery without a weapon,Sydney,RUSHCUTTERS BAY,2013,POINT (151.225513 -33.874787)
2416,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.211768 -33.871084)
2417,Robbery,Robbery without a weapon,Sydney,ULTIMO,2013,POINT (151.19539 -33.87735)
2418,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.18575 -33.87824)
2419,Robbery,Robbery without a weapon,Sydney,RUSHCUTTERS BAY,2013,POINT (151.229916 -33.874669)
2420,Robbery,Robbery with a weapon not a firearm,Sydney,SURRY HILLS,2013,POINT (151.20515 -33.887907)
2421,Robbery,Robbery without a weapon,Sydney,DARLINGHURST,2013,POINT (151.21601 -33.87985)
2422,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.2231 -33.874915)
2423,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.2256 -33.86742)
2424,Robbery,Robbery without a weapon,Sydney,REDFERN,2013,POINT (151.20975 -33.892135)
2425,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.20161 -33.875665)
2426,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.20877 -33.87679)
2427,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.222919 -33.87453)
2428,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.221845 -33.8748)
2429,Robbery,Robbery with a weapon not a firearm,Sydney,CAMPERDOWN,2013,POINT (151.194805 -33.884611)
2430,Robbery,Robbery with a firearm,Sydney,ERSKINEVILLE,2013,POINT (151.190577 -33.9008)
2431,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.206728 -33.875052)
2432,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.20617 -33.87639)
2433,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.20515 -33.887907)
2434,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.193339 -33.873889)
2435,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.211768 -33.871084)
2436,Robbery,Robbery without a weapon,Sydney,WATERLOO,2013,POINT (151.20719 -33.89931)
2437,Robbery,Robbery with a weapon not a firearm,Sydney,WOOLLOOMOOLOO,2013,POINT (151.221028 -33.874957)
2438,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.210907 -33.866115)
2440,Robbery,Robbery with a weapon not a firearm,Sydney,CAMPERDOWN,2013,POINT (151.178705 -33.884785)
2441,Robbery,Robbery without a weapon,Sydney,WOOLLOOMOOLOO,2013,POINT (151.218653 -33.871992)
2442,Robbery,Robbery with a weapon not a firearm,Sydney,POTTS POINT,2013,POINT (151.224465 -33.87232)
2443,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.212745 -33.86456)
2444,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.210889 -33.876418)
2445,Robbery,Robbery with a weapon not a firearm,Sydney,CHIPPENDALE,2013,POINT (151.20221 -33.88399)
2446,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.20515 -33.887907)
2447,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.20999 -33.86972)
2448,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.217848 -33.864088)
2449,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.204494 -33.865166)
2450,Robbery,Robbery with a weapon not a firearm,Sydney,WOOLLOOMOOLOO,2013,POINT (151.213427 -33.873122)
2452,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.208428 -33.882766)
2453,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.224465 -33.87232)
2454,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.209185 -33.873225)
2455,Robbery,Robbery without a weapon,Sydney,FOREST LODGE,2013,POINT (151.17977 -33.88044)
2456,Robbery,Robbery without a weapon,Sydney,REDFERN,2013,POINT (151.21202 -33.893405)
2458,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.199625 -33.876634)
2459,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.196922 -33.874928)
2460,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.202825 -33.87756)
2461,Robbery,Robbery with a firearm,Sydney,POTTS POINT,2013,POINT (151.2256 -33.86742)
2462,Robbery,Robbery without a weapon,Sydney,DARLINGHURST,2013,POINT (151.2196 -33.87854)
2463,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.211768 -33.871084)
2464,Robbery,Robbery with a weapon not a firearm,Sydney,POTTS POINT,2013,POINT (151.22316 -33.87134)
2467,Robbery,Robbery without a weapon,Sydney,DARLINGTON,2013,POINT (151.19597 -33.89117)
2468,Robbery,Robbery without a weapon,Sydney,ULTIMO,2013,POINT (151.20058 -33.880745)
2469,Robbery,Robbery without a weapon,Sydney,NEWTOWN,2013,POINT (151.18215 -33.893037)
2470,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.201655 -33.87749)
2471,Robbery,Robbery without a weapon,Sydney,REDFERN,2013,POINT (151.20621 -33.893617)
2472,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.20515 -33.887907)
2473,Robbery,Robbery without a weapon,Sydney,THE ROCKS,2013,POINT (151.20802 -33.85911)
2474,Robbery,Robbery with a weapon not a firearm,Sydney,REDFERN,2013,POINT (151.20899 -33.89079)
2475,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.224432 -33.873659)
2476,Robbery,Robbery with a weapon not a firearm,Sydney,POTTS POINT,2013,POINT (151.222575 -33.869405)
2477,Robbery,Robbery without a weapon,Sydney,DARLINGHURST,2013,POINT (151.217455 -33.8817)
2478,Robbery,Robbery with a firearm,Sydney,PYRMONT,2013,POINT (151.19269 -33.8693)
2479,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.21061 -33.88609)
2480,Robbery,Robbery without a weapon,Sydney,ULTIMO,2013,POINT (151.19694 -33.874915)
2481,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.201629 -33.877372)
2482,Robbery,Robbery without a weapon,Sydney,POTTS POINT,2013,POINT (151.22559 -33.86741)
2483,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.207045 -33.880085)
2484,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.19419 -33.87212)
2485,Robbery,Robbery with a weapon not a firearm,Sydney,SURRY HILLS,2013,POINT (151.21568 -33.8829)
2486,Robbery,Robbery without a weapon,Sydney,ELIZABETH BAY,2013,POINT (151.22564 -33.8715)
2487,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.203559 -33.874063)
2488,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.200521 -33.873551)
2489,Robbery,Robbery without a weapon,Sydney,WATERLOO,2013,POINT (151.200245 -33.89669)
2490,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.20678 -33.88635)
2491,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.209367 -33.886128)
2492,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.189276 -33.876833)
2493,Robbery,Robbery with a weapon not a firearm,Sydney,PYRMONT,2013,POINT (151.19506 -33.87362)
2494,Robbery,Robbery with a weapon not a firearm,Sydney,PYRMONT,2013,POINT (151.193339 -33.873889)
2495,Robbery,Robbery without a weapon,Sydney,ULTIMO,2013,POINT (151.19846 -33.87948)
2496,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.195945 -33.87116)
2497,Robbery,Robbery with a weapon not a firearm,Sydney,REDFERN,2013,POINT (151.197712 -33.891985)
2499,Robbery,Robbery without a weapon,Sydney,CHIPPENDALE,2013,POINT (151.196769 -33.887501)
2500,Robbery,Robbery without a weapon,Sydney,DARLINGHURST,2013,POINT (151.226287 -33.876293)
2501,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.19639 -33.875044)
2502,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.20701 -33.87296)
2503,Robbery,Robbery without a weapon,Sydney,CAMPERDOWN,2013,POINT (151.178804 -33.887379)
2504,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.202631 -33.878292)
2505,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.200521 -33.873551)
2506,Robbery,Robbery without a weapon,Sydney,DARLINGHURST,2013,POINT (151.2181 -33.881165)
2508,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.19501 -33.87157)
2509,Robbery,Robbery without a weapon,Sydney,REDFERN,2013,POINT (151.21437 -33.89423)
2511,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.207388 -33.881431)
2512,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.21237 -33.86655)
2513,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.205262 -33.879714)
2514,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.2053 -33.87964)
2515,Robbery,Robbery with a weapon not a firearm,Sydney,SURRY HILLS,2013,POINT (151.20515 -33.887907)
2516,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.207388 -33.881431)
2517,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.193613 -33.882848)
2518,Robbery,Robbery without a weapon,Sydney,SURRY HILLS,2013,POINT (151.216839 -33.881444)
2519,Robbery,Robbery without a weapon,Sydney,ZETLAND,2013,POINT (151.20741 -33.9037)
2520,Robbery,Robbery without a weapon,Sydney,PADDINGTON,2013,POINT (151.218682 -33.883346)
2521,Robbery,Robbery with a firearm,Sydney,PADDINGTON,2013,POINT (151.21905 -33.8832)
2522,Robbery,Robbery without a weapon,Sydney,WATERLOO,2013,POINT (151.200935 -33.89863)
2523,Robbery,Robbery with a weapon not a firearm,Sydney,SYDNEY,2013,POINT (151.204371 -33.870982)
2524,Robbery,Robbery without a weapon,Sydney,REDFERN,2013,POINT (151.212563 -33.891754)
2525,Robbery,Robbery without a weapon,Sydney,ULTIMO,2013,POINT (151.20105 -33.88149)
2526,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.19714 -33.87135)
2527,Robbery,Robbery without a weapon,Sydney,CAMPERDOWN,2013,POINT (151.19295 -33.8846)
2528,Robbery,Robbery without a weapon,Sydney,GLEBE,2013,POINT (151.18071 -33.873105)
2529,Robbery,Robbery without a weapon,Sydney,CAMPERDOWN,2013,POINT (151.194775 -33.884502)
2530,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.211368 -33.875882)
2531,Robbery,Robbery without a weapon,Sydney,HAYMARKET,2013,POINT (151.204288 -33.882796)
2532,Robbery,Robbery with a weapon not a firearm,Sydney,SURRY HILLS,2013,POINT (151.215425 -33.889095)
2533,Robbery,Robbery without a weapon,Sydney,PYRMONT,2013,POINT (151.19269 -33.8693)
2534,Robbery,Robbery without a weapon,Sydney,SYDNEY,2013,POINT (151.203125 -33.869125)
