FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ff1,NSW,105,Bennelong,645,1,Epping Heights,Epping Heights Public School,128 Kent St,,,EPPING,NSW,2121.0,POINT (151.07377 -33.76284)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ff0,NSW,105,Bennelong,82,1,Epping North,Epping North Public School,89-119 Boundary Rd,,,NORTH EPPING,NSW,2121.0,POINT (151.096 -33.7576)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fef,NSW,105,Bennelong,83571,5,Epping PPVC,53 Beecroft Rd,,,,EPPING,NSW,2121.0,POINT (151.0788 -33.7746)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fee,NSW,105,Bennelong,11927,1,Epping West,Epping West Public School,96 Carlingford Rd,,,EPPING,NSW,2121.0,POINT (151.0684506 -33.7728471)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fed,NSW,105,Bennelong,2252,1,Ermington Central,Rydalmere East Public School,41 Spurway St,,,ERMINGTON,NSW,2115.0,POINT (151.0572843 -33.816527)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fec,NSW,105,Bennelong,2253,1,Ermington West (Bennelong),Ermington West Public School,383 Vignes St,,,ERMINGTON,NSW,2115.0,POINT (151.058 -33.8061)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2feb,NSW,105,Bennelong,84,1,Gladesville (Bennelong),Gladesville Public School,178 Victoria Rd,,,GLADESVILLE,NSW,2111.0,POINT (151.1259218 -33.8323301)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fea,NSW,105,Bennelong,87,1,Gladesville North,Gladesville Sporties,181A Ryde Rd,,,GLADESVILLE,NSW,2111.0,POINT (151.129927 -33.82318)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe9,NSW,105,Bennelong,33930,1,Hunters Hill North (Bennelong),Boronia Park Public School,113 Pittwater Rd,,,HUNTERS HILL,NSW,2110.0,POINT (151.1355456 -33.8211705)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe8,NSW,105,Bennelong,98,1,Macquarie Park,Morling College,122 Herring Rd,,,MACQUARIE PARK,NSW,2113.0,POINT (151.1149218 -33.7797606)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe7,NSW,105,Bennelong,92,1,Macquarie Park South,Kent Road Public School,45-61 Herring Rd,,,MARSFIELD,NSW,2122.0,POINT (151.109 -33.7864)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe6,NSW,105,Bennelong,83200,1,Marsfield,Macquarie Anglican Church,100 Balaclava Rd,,,EASTWOOD,NSW,2122.0,POINT (151.098358 -33.782004)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe5,NSW,105,Bennelong,75,1,Marsfield North,Epping Boys High School,213 Vimiera Rd,,,MARSFIELD,NSW,2122.0,POINT (151.0996223 -33.7703911)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe4,NSW,105,Bennelong,650,1,Meadowbank,TAFE NSW Meadowbank,1 See St,,,MEADOWBANK,NSW,2114.0,POINT (151.0924377 -33.8148423)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe3,NSW,105,Bennelong,33928,1,Melrose Park,Melrose Park Public School,110 Wharf Rd,,,MELROSE PARK,NSW,2114.0,POINT (151.073 -33.8151)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe2,NSW,105,Bennelong,107,1,North Ryde,Truscott Street Public School,38 Truscott St,,,NORTH RYDE,NSW,2113.0,POINT (151.13 -33.7947)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe1,NSW,105,Bennelong,106,1,North Ryde Central,North Ryde Public School,154 Coxs Rd,,,NORTH RYDE,NSW,2113.0,POINT (151.12 -33.7939)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fe0,NSW,105,Bennelong,83575,1,North Ryde Heights,North Ryde Community Church,2 Cutler Pde,,,NORTH RYDE,NSW,2113.0,POINT (151.1309669 -33.8005415)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fdf,NSW,105,Bennelong,102,1,Putney,Putney Public School,193 Morrison Rd,,,PUTNEY,NSW,2112.0,POINT (151.111 -33.8249)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fde,NSW,105,Bennelong,83560,1,Putney West,Tennyson Pre-school Kindergarten,15A Stanbury St,,,GLADESVILLE,NSW,2111.0,POINT (151.1201395 -33.8277117)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fdd,NSW,105,Bennelong,79,1,Ryde,Australian Air League Building,Santa Rosa Park,64 Bridge Rd,,RYDE,NSW,2112.0,POINT (151.109308 -33.7943477)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fdc,NSW,105,Bennelong,83199,1,Ryde Central,St Annes Anglican Church,42 Church St,,,RYDE,NSW,2112.0,POINT (151.104829 -33.815245)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fdb,NSW,105,Bennelong,655,1,Ryde Heights,Meadowbank Public School,2 Thistle St,,,RYDE,NSW,2112.0,POINT (151.098 -33.8178)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fda,NSW,105,Bennelong,657,1,Ryde South,Clive Austin Conference Centre,Royal Rehab,2 Susan Schardt Way,,RYDE,NSW,2112.0,POINT (151.1080114 -33.8217896)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd8,NSW,105,Bennelong,14017,1,Sydney (Bennelong),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd7,NSW,105,Bennelong,97605,5,Sydney BENNELONG PPVC,Royal Exchange Building,9/56 Pitt St,,,SYDNEY,NSW,2000.0,POINT (151.2092587 -33.8638565)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd6,NSW,105,Bennelong,34349,1,Top Ryde,Ryde Public School,18 Pope St,,,RYDE,NSW,2112.0,POINT (151.108 -33.8118)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd5,NSW,105,Bennelong,661,1,West Ryde,West Ryde Public School,6 Endeavour St,,,WEST RYDE,NSW,2114.0,POINT (151.085 -33.8087)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd4,NSW,105,Bennelong,33945,5,West Ryde BENNELONG PPVC,St Annes Anglican Church,42 Church St,,,RYDE,NSW,2112.0,POINT (151.1048685 -33.8152096)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd3,NSW,105,Bennelong,8869,1,West Ryde Central,TAFE NSW Ryde,250 Blaxland Rd,,,RYDE,NSW,2112.0,POINT (151.1 -33.8085)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd2,NSW,106,Berowra,1822,1,Annangrove,Annangrove Public School,185 Annangrove Rd,,,ANNANGROVE,NSW,2156.0,POINT (150.9522275 -33.6687322)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd1,NSW,106,Berowra,1823,1,Arcadia,Arcadia Public School,140 Arcadia Rd,,,ARCADIA,NSW,2159.0,POINT (151.0520461 -33.6231223)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fd0,NSW,106,Berowra,43686,1,Asquith (Berowra),Asquith Public School,3 Dudley St,,,ASQUITH,NSW,2077.0,POINT (151.112 -33.6855)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fcf,NSW,106,Berowra,58669,5,Baulkham Hills BEROWRA PPVC,16-18 Old Northern Rd,,,,BAULKHAM HILLS,NSW,2153.0,POINT (150.992675 -33.7606491)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fce,NSW,106,Berowra,632,1,Beecroft,Beecroft Public School,90-98 Beecroft Rd,,,BEECROFT,NSW,2119.0,POINT (151.0651663 -33.7523233)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fcd,NSW,106,Berowra,83580,1,Beecroft North,Beecroft Community Hall,109-111 Beecroft Rd,,,BEECROFT,NSW,2119.0,POINT (151.065481 -33.7513896)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fcc,NSW,106,Berowra,117,1,Berowra,Berowra Public School,4 Hillcrest Rd,,,BEROWRA,NSW,2081.0,POINT (151.147 -33.6181)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fcb,NSW,106,Berowra,118,1,Berowra Heights,Wideview Public School,37 Wideview Rd,,,BEROWRA HEIGHTS,NSW,2082.0,POINT (151.1427318 -33.6094008)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fca,NSW,106,Berowra,83582,5,Berowra PPVC,Cowan Community Centre,Bujwa Bay Rd,,,COWAN,NSW,2081.0,POINT (151.1688727 -33.5859736)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc9,NSW,106,Berowra,65454,5,BLV Berowra PPVC,BLV Berowra,"Level 12, 67 Albert Ave",,,CHATSWOOD,NSW,2067.0,POINT (151.1818539 -33.7981824)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc8,NSW,106,Berowra,120,1,Brooklyn,Brooklyn Public School,106 Brooklyn Rd,,,BROOKLYN,NSW,2083.0,POINT (151.21538 -33.54813)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc7,NSW,106,Berowra,1850,1,Carlingford Heights,Murray Farm Public School,18 Tracey Ave,,,CARLINGFORD,NSW,2118.0,POINT (151.039 -33.7658)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc6,NSW,106,Berowra,56586,1,Castle Hill North (Berowra),Samuel Gilbert Public School,20 Gilbert Rd,,,CASTLE HILL,NSW,2154.0,POINT (150.993 -33.7142)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc5,NSW,106,Berowra,637,1,Cheltenham,Cheltenham Girls High School,175 Beecroft Rd,,,CHELTENHAM,NSW,2119.0,POINT (151.074 -33.7578)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc4,NSW,106,Berowra,11928,1,Cherrybrook,Cherrybrook Public School,131 New Line Rd,,,CHERRYBROOK,NSW,2126.0,POINT (151.042 -33.7314)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc3,NSW,106,Berowra,34004,1,Cherrybrook Central,Cherrybrook Girl Guides Hall,cnr Shepherds Dr & Macquarie Dr,,,CHERRYBROOK,NSW,2126.0,POINT (151.0459716 -33.7205638)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc2,NSW,106,Berowra,1852,1,Cherrybrook North,John Purchase Public School,46-60 Purchase Rd,,,CHERRYBROOK,NSW,2126.0,POINT (151.0397793 -33.7189973)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc1,NSW,106,Berowra,83925,5,Cherrybrook PPVC,1st Cherrybrook Scout Hall,"Lot 2126, LOT 2 Appletree Dr",,,CHERRYBROOK,NSW,2126.0,POINT (151.0511344 -33.7138778)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fc0,NSW,106,Berowra,11929,1,Cherrybrook South,West Pennant Hills Scout Hall,2 Wilga St,,,WEST PENNANT HILLS,NSW,2125.0,POINT (151.0503745 -33.7382005)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fbf,NSW,106,Berowra,121,1,Cowan,Cowan Public School,cnr Fraser Rd & Chandler Ave,,,COWAN,NSW,2081.0,POINT (151.169 -33.5885)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fbe,NSW,106,Berowra,30097,5,Divisional Office (PREPOLL),Divisional Office,Level 12,67 Albert Ave,,CHATSWOOD,NSW,2067.0,POINT (151.1819191 -33.7982897)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fbd,NSW,106,Berowra,11930,1,Dural,Dural Public School,622 Old Northern Rd,,,DURAL,NSW,2158.0,POINT (151.026 -33.6857)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fbc,NSW,106,Berowra,1836,1,Galston,Galston Public School,1-5 School Rd,,,GALSTON,NSW,2159.0,POINT (151.045 -33.648)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fbb,NSW,106,Berowra,1838,1,Glenhaven,Glenhaven Public School,74A Glenhaven Rd,,,GLENHAVEN,NSW,2156.0,POINT (151.004 -33.701)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fba,NSW,106,Berowra,1839,1,Glenorie,Glenorie Public School,1731 Old Northern Rd,,,GLENORIE,NSW,2157.0,POINT (151.008 -33.5987)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb9,NSW,106,Berowra,1831,1,Glenorie West,Hillside Public School,122 Cattai Ridge Rd,,,GLENORIE,NSW,2157.0,POINT (150.9788283 -33.6054902)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb8,NSW,106,Berowra,123,1,Hornsby (Berowra),TAFE NSW Hornsby,205 Peats Ferry Rd,,,HORNSBY,NSW,2077.0,POINT (151.097 -33.7)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb7,NSW,106,Berowra,58578,5,Hornsby BEROWRA PPVC,266 Peats Ferry Rd,,,,HORNSBY,NSW,2077.0,POINT (151.097463 -33.702591)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb6,NSW,106,Berowra,43688,1,Hornsby Central (Berowra),Hornsby Girls High School,12 Edgeworth David Ave,,,HORNSBY,NSW,2077.0,POINT (151.102 -33.7064)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb5,NSW,106,Berowra,124,1,Hornsby Heights,Hornsby Heights Public School,8-20 Somerville Rd,,,HORNSBY HEIGHTS,NSW,2077.0,POINT (151.0966482 -33.670187)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb4,NSW,106,Berowra,126,1,Hornsby North,Hornsby North Public School,52 Ida St,,,HORNSBY,NSW,2077.0,POINT (151.098 -33.6833)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb3,NSW,106,Berowra,134,1,Hornsby South,Hornsby South Public School,57-63 Clarke Rd,,,HORNSBY,NSW,2077.0,POINT (151.0955118 -33.7127637)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb2,NSW,106,Berowra,128,1,Hornsby West (Berowra),Hornsby War Memorial Hall,2 High St,,,HORNSBY,NSW,2077.0,POINT (151.097122 -33.70446)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb1,NSW,106,Berowra,1842,1,Kenthurst,Kenthurst Public School,111 Kenthurst Rd,,,KENTHURST,NSW,2156.0,POINT (151.004 -33.6654)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fb0,NSW,106,Berowra,1788,1,Maroota,Maroota Public School,4540 Old Northern Rd,,,MAROOTA,NSW,2756.0,POINT (150.99446 -33.45935)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2faf,NSW,106,Berowra,1789,1,Maroota South,South Maroota Hall,cnr Wisemans Ferry Rd & Paulls Rd,,,SOUTH MAROOTA,NSW,2756.0,POINT (150.944 -33.5234)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fae,NSW,106,Berowra,1846,1,Middle Dural,Middle Dural Public School,1251 Old Northern Rd,,,MIDDLE DURAL,NSW,2158.0,POINT (151.023 -33.6444)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fad,NSW,106,Berowra,131,1,Mount Colah,Mount Colah Public School,19 Telopea St,,,MOUNT COLAH,NSW,2079.0,POINT (151.117 -33.6726)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fac,NSW,106,Berowra,132,1,Mount Kuring-Gai,Mount Kuring-Gai Public School,2 Leeming St,,,MOUNT KURING-GAI,NSW,2080.0,POINT (151.136 -33.6575)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fab,NSW,106,Berowra,79812,1,Normanhurst (Berowra),Normanhurst Public School,2-12 Normanhurst Rd,,,NORMANHURST,NSW,2076.0,POINT (151.098 -33.7237)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2faa,NSW,106,Berowra,135,1,Normanhurst West,Normanhurst West Public School,2-10 Dartford Rd,,,THORNLEIGH,NSW,2120.0,POINT (151.08808 -33.72177)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa9,NSW,106,Berowra,136,1,Pennant Hills,Pennant Hills High School,19-41 Laurence St,,,PENNANT HILLS,NSW,2120.0,POINT (151.0614421 -33.7328992)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa8,NSW,106,Berowra,83678,5,Pennant Hills BEROWRA PPVC,2/1 Central Ave,,,,THORNLEIGH,NSW,2120.0,POINT (151.0807536 -33.7299801)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa7,NSW,106,Berowra,1848,1,Rogans Hill,"Dover Hall, Mowll Village",1 Hilliard Dr,,,CASTLE HILL,NSW,2154.0,POINT (151.024 -33.7271)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa5,NSW,106,Berowra,33781,1,Rogans Hill North,Oakhill Drive Public School,1-5 Oakhill Dr,,,CASTLE HILL,NSW,2154.0,POINT (151.0232634 -33.721514)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa4,NSW,106,Berowra,1851,1,Rogans Hill South,"Barton Hall, Hopetoun Village",cnr Gough Dr & David Rd,,,CASTLE HILL,NSW,2154.0,POINT (151.025 -33.7285)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa2,NSW,106,Berowra,14020,1,Sydney (Berowra),Sydney Town Hall,George St,,,SYDNEY,NSW,2000.0,POINT (151.2064528 -33.8730501)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa1,NSW,106,Berowra,97607,5,Sydney BEROWRA PPVC,Royal Exchange Building,9/56 Pitt St,,,SYDNEY,NSW,2000.0,POINT (151.2092587 -33.8638565)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2fa0,NSW,106,Berowra,56576,1,Thornleigh,Chinese & Aust Baptist Church,235 Pennant Hills Rd,,,THORNLEIGH,NSW,2120.0,POINT (151.085 -33.7282)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9f,NSW,106,Berowra,148,1,Westleigh,Thornleigh West Public School,18 Giblett Ave,,,THORNLEIGH,NSW,2120.0,POINT (151.072 -33.7242)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9e,NSW,106,Berowra,33118,1,West Pennant Hills,West Pennant Hills Community Church,41-43 Eaton Rd,,,WEST PENNANT HILLS,NSW,2125.0,POINT (151.042589 -33.756832)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9d,NSW,106,Berowra,1855,1,West Pennant Hills Central,West Pennant Hills Public School,1 Church St,,,WEST PENNANT HILLS,NSW,2125.0,POINT (151.0501363 -33.7459033)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9c,NSW,106,Berowra,11971,1,West Pennant Hills North (Berowra),Eurambie Park Child Care Centre,41 Coonara Ave,,,WEST PENNANT HILLS,NSW,2125.0,POINT (151.03 -33.7447)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9b,NSW,106,Berowra,65184,5,West Ryde BEROWRA PPVC,St Annes Anglican Church,42 Church St,,,RYDE,NSW,2112.0,POINT (151.1048685 -33.8152096)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f9a,NSW,106,Berowra,33800,1,Wisemans Ferry,Wisemans Ferry Public School,5540-5542 Old Northern Rd,,,WISEMANS FERRY,NSW,2775.0,POINT (150.9849427 -33.3954535)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f99,NSW,107,Blaxland,2365,1,Auburn,Auburn Public School,cnr Auburn Rd & Beatrice St,,,AUBURN,NSW,2144.0,POINT (151.032 -33.8538)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f98,NSW,107,Blaxland,65744,5,Auburn BLAXLAND PPVC,Warehouse C1,25 Princes Rd E,,,AUBURN,NSW,2144.0,POINT (151.0218471 -33.8757363)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f97,NSW,107,Blaxland,2392,1,Auburn Central,St Thomas Anglican Church,3a Provincial St,,,AUBURN,NSW,2144.0,POINT (151.028152 -33.856)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f96,NSW,107,Blaxland,2366,1,Auburn East,St Joseph the Worker Hall,cnr Wellington Rd & Renshaw Ave,,,AUBURN,NSW,2144.0,POINT (151.025 -33.8652)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f95,NSW,107,Blaxland,2368,1,Auburn North,Auburn Girls High School,Hunter St,,,AUBURN,NSW,2144.0,POINT (151.034 -33.8433)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f94,NSW,107,Blaxland,2369,1,Auburn West,Auburn West Public School,cnr Chiswick Rd & Chisholm Rd,,,AUBURN,NSW,2144.0,POINT (151.02 -33.8603)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f93,NSW,107,Blaxland,31455,1,Bankstown (Blaxland),Bankstown Public School,61 Restwell St,,,BANKSTOWN,NSW,2200.0,POINT (151.034 -33.9209)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f92,NSW,107,Blaxland,33854,5,Bankstown BLAXLAND PPVC,Bankstown Senior Citizens Centre,7 West Tce,,,BANKSTOWN,NSW,2200.0,POINT (151.036563 -33.919083)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f91,NSW,107,Blaxland,155,1,Bankstown Central,Bankstown Senior Citizens Centre,7 West Tce,,,BANKSTOWN,NSW,2200.0,POINT (151.03662 -33.91927)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f90,NSW,107,Blaxland,154,1,Bankstown East,St Paul's Church,459 Chapel Rd,,,BANKSTOWN,NSW,2200.0,POINT (151.035 -33.9133)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f8f,NSW,107,Blaxland,157,1,Bankstown North,Bankstown North Public School,322 Hume Hwy,,,BANKSTOWN,NSW,2200.0,POINT (151.0386724 -33.9054791)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f8e,NSW,107,Blaxland,177,1,Bankstown West,Bankstown West Public School,141 William St,,,BANKSTOWN,NSW,2200.0,POINT (151.02 -33.9164)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f8d,NSW,107,Blaxland,159,1,Bass Hill,Bass Hill Public School,611 Hume Hwy,,,BASS HILL,NSW,2197.0,POINT (151.006 -33.9047)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f8c,NSW,107,Blaxland,83456,1,Bass Hill Central,George Bass School,106 Johnston Rd,,,BASS HILL,NSW,2197.0,POINT (150.9884691 -33.8975854)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2f8b,NSW,107,Blaxland,162,1,Bass Hill West,Bass High School,10 Arundle Rd,,,BASS HILL,NSW,2197.0,POINT (150.99 -33.8996)
