sa2_code,sa2_name,area_m2,total_cars
404031106,Lockleys,5.702,10149.0
404031107,Plympton,10.6969,19449.0
404031108,Richmond (SA),8.9253,19512.0
404031109,West Beach,4.5068,4076.0
405011110,Barossa - Angaston,633.8622,6455.0
405011111,Light,1111.6724,9211.0
405011112,Lyndoch,175.7742,6213.0
405011113,Mallala,847.8696,3529.0
405011114,Nuriootpa,50.6409,6833.0
405011115,Tanunda,17.3326,4676.0
405021116,Clare,74.203,4320.0
405021117,Gilbert Valley,1675.3597,5406.0
405021118,Goyder,6748.1529,4690.0
405021119,Wakefield - Barunga West,5231.2432,9940.0
405031120,Jamestown,3107.037,5227.0
405031121,Peterborough - Mount Remarkable,9643.884,6107.0
405031122,Port Pirie,75.2928,11538.0
405031123,Port Pirie Surrounds,1583.2661,3176.0
405041124,Kadina,394.1203,5365.0
405041125,Moonta,271.9202,4893.0
405041126,Wallaroo,146.5314,3902.0
405041127,Yorke Peninsula - North,3654.3884,8320.0
405041128,Yorke Peninsula - South,2273.834,4406.0
406011129,Ceduna,413.3374,2397.0
406011130,Eyre Peninsula,7228.3655,6679.0
406011131,Kimba - Cleve - Franklin Harbour,15184.3968,4712.0
406011132,Le Hunte - Elliston,11387.2463,2540.0
406011133,Port Lincoln,136.2831,14235.0
406011134,West Coast (SA),31877.8466,3744.0
406011135,Western,168946.0226,66.0
406011136,Whyalla,40.8706,16996.0
406021138,APY Lands,102359.1511,356.0
406021139,Coober Pedy,77.6795,1583.0
406021140,Quorn - Lake Gilles,26107.329,2158.0
406021141,Outback,513391.3333,2347.0
406021142,Port Augusta,253.9025,10317.0
406021143,Roxby Downs,288.3624,3863.0
407011144,Goolwa - Port Elliot,180.8689,11286.0
407011145,Kangaroo Island,4400.7382,5407.0
407011146,Strathalbyn,155.7859,7270.0
407011147,Strathalbyn Surrounds,1517.7954,7817.0
407011148,Victor Harbor,128.2644,13504.0
407011149,Yankalilla,980.1341,6069.0
407021150,Grant,1690.9302,5937.0
407021151,Kingston - Robe,4431.5114,4377.0
407021152,Millicent,177.4315,5519.0
407021154,Naracoorte,115.23,6481.0
407021155,Naracoorte Surrounds,4404.485,2755.0
407021156,Penola,1514.3964,3651.0
407021157,Tatiara,6527.2342,7368.0
407021158,Wattle Range,2281.8815,3336.0
407021173,Mount Gambier - East,66.7535,13850.0
407021174,Mount Gambier - West,126.5343,13192.0
407031159,Barmera,856.1907,6247.0
407031160,Berri,12.0822,3854.0
407031161,Karoonda - Lameroo,10548.6359,3577.0
407031162,Loxton,146.0888,5288.0
407031163,Loxton Surrounds,4790.3357,1909.0
407031164,Mannum,3287.9008,7041.0
407031165,Murray Bridge,97.5456,15959.0
407031166,Murray Bridge Surrounds,1924.5348,3783.0
407031167,Renmark,14.6561,4462.0
407031168,Renmark Surrounds,901.7859,4744.0
407031169,The Coorong,8644.9956,5931.0
407031170,Waikerie,5557.8467,6950.0
501011001,Augusta,2106.5915,6613.0
501011003,Busselton Surrounds,1227.064,10758.0
501011004,Margaret River,134.4278,9392.0
501011293,Busselton - East,81.9607,8426.0
501011294,Busselton - West,114.2793,17215.0
501021005,Australind - Leschenault,67.3084,16549.0
501021007,Capel,507.0606,5813.0
501021008,College Grove - Carey Park,9.7141,6273.0
501021009,Collie,1709.815,9204.0
501021010,Dardanup,517.0762,4424.0
501021011,Davenport,11.7042,12.0
501021012,Eaton - Pelican Point,9.9522,9785.0
501021014,Harvey,1660.6331,9845.0
501021015,East Bunbury - Glen Iris,22.9687,6999.0
501021016,Waroona,832.2285,4995.0
501021251,Dalyellup,16.3306,8324.0
501021252,Gelorup - Stratham,65.254,2967.0
501021253,South Bunbury - Bunbury,11.2504,11311.0
501021254,Withers - Usher,8.2177,4785.0
501031017,Bridgetown - Boyup Brook,4163.8195,7614.0
501031018,Donnybrook - Balingup,1559.856,6827.0
501031019,Manjimup,323.8187,6120.0
501031020,Pemberton,9641.0807,5731.0
502011021,Dawesville - Bouvard,97.9248,7248.0
502011022,Falcon - Wannanup,9.5893,7995.0
502011023,Greenfields,9.9609,8962.0
502011024,Halls Head - Erskine,14.2469,16821.0
502011025,Mandurah,8.3954,8209.0
502011026,Mandurah - East,40.2182,6067.0
502011027,Mandurah - North,31.8413,15890.0
502011028,Mandurah - South,11.8268,9234.0
502011029,Pinjarra,808.8593,10254.0
503011030,City Beach,9.8073,5892.0
503011031,Claremont (WA),3.8717,6591.0
503011032,Cottesloe,3.7511,6799.0
503011033,Floreat,4.4196,6053.0
503011034,Mosman Park - Peppermint Grove,5.4149,8332.0
503011035,Nedlands - Dalkeith - Crawley,9.7498,13669.0
503011036,Swanbourne - Mount Claremont,11.7008,7023.0
503021037,Kings Park (WA),4.1819,32.0
503021038,Mount Hawthorn - Leederville,3.8983,8597.0
503021039,Mount Lawley - Inglewood,7.0812,12004.0
503021040,North Perth,3.0904,6734.0
503021042,Subiaco - Shenton Park,7.7961,14328.0
503021043,Wembley - West Leederville - Glendalough,6.5605,14486.0
503021295,East Perth,3.4135,17135.0
503021296,Perth (North) - Highgate,2.9639,17462.0
503021297,Perth (West) - Northbridge,4.5531,14444.0
504011044,Bassendean - Eden Hill - Ashfield,10.3449,14749.0
504011045,Bayswater - Embleton - Bedford,13.8115,21566.0
504011046,Maylands,5.0166,10601.0
504011047,Morley,10.5547,18220.0
504011048,Noranda,4.9416,6736.0
504021049,Chidlow,167.7411,3411.0
504021050,Glen Forrest - Darlington,56.6583,7032.0
504021051,Helena Valley - Koongamia,8.8361,5249.0
504021052,Malmalling - Reservoir,318.3852,13.0
504021053,Mundaring,118.6696,14321.0
504021054,Swan View - Greenmount - Midvale,15.1408,11882.0
504031055,Avon Valley National Park,74.9605,11.0
504031056,Ballajura,23.8166,14740.0
504031057,Beechboro,47.1105,15314.0
504031058,Bullsbrook,253.8629,5862.0
504031060,Gidgegannup,304.8874,3468.0
504031061,Hazelmere - Guildford,16.919,4777.0
504031062,Lockridge - Kiara,14.6126,11196.0
504031063,Malaga,6.4045,6226.0
504031065,Middle Swan - Herne Hill,32.1548,5319.0
504031066,Midland - Guildford,11.7136,10831.0
504031067,Stratton - Jane Brook,23.4945,6753.0
504031068,The Vines,66.9987,8209.0
504031298,Aveley,6.7469,10320.0
504031299,Brabham - Henley Brook,17.0644,5035.0
504031300,Ellenbrook,13.977,15909.0
505011070,Craigie - Beldon,7.1317,8374.0
505011071,Currambine - Kinross,5.9596,11434.0
505011072,Duncraig,7.6491,12339.0
505011073,Greenwood - Warwick,8.5644,10990.0
505011074,Heathridge - Connolly,6.6259,8800.0
505011075,Hillarys,6.2656,9266.0
505011076,Iluka - Burns Beach,5.8339,7151.0
505011077,Joondalup - Edgewater,15.6229,11586.0
505011078,Kingsley,7.8538,10708.0
505011079,Mullaloo - Kallaroo,5.888,9547.0
505011080,Ocean Reef,5.2646,6686.0
505011081,Padbury,6.0348,6973.0
505011082,Sorrento - Marmion,4.5955,8726.0
505011083,Woodvale,7.1962,7634.0
505021084,Balcatta - Hamersley,10.3604,15807.0
505021085,Balga - Mirrabooka,9.4487,14344.0
505021088,Innaloo - Doubleview,5.6082,13153.0
505021089,Karrinyup - Gwelup - Carine,14.0888,16838.0
505021090,Nollamara - Westminster,6.0391,12720.0
505021091,Osborne Park Industrial,3.4452,26.0
505021092,Scarborough,4.9714,12973.0
505021093,Stirling - Osborne Park,6.4972,25973.0
505021094,Trigg - North Beach - Watermans Bay,5.7563,6717.0
505021095,Tuart Hill - Joondanna,3.6309,9281.0
505021096,Wembley Downs - Churchlands - Woodlands,8.0214,11391.0
505021097,Yokine - Coolbinia - Menora,6.8504,11776.0
505021301,Dianella - North,6.4682,9033.0
505021302,Dianella - South,5.0267,9786.0
505031098,Alexander Heights - Koondoola,6.7014,8760.0
505031099,Butler - Merriwa - Ridgewood,10.0345,17186.0
505031100,Carramar,30.0077,13103.0
505031101,Clarkson,10.7632,10114.0
505031102,Girrawheen,4.0937,6401.0
505031104,Marangaroo,4.7933,7749.0
505031105,Mindarie - Quinns Rocks - Jindalee,12.6805,14472.0
505031106,Neerabup National Park,17.3984,6.0
505031107,Tapping - Ashby - Sinagra,47.8116,13276.0
505031255,Alkimos - Eglinton,32.6641,7801.0
505031256,Carabooda - Pinjar,371.0902,1080.0
505031257,Two Rocks,55.0875,3128.0
505031258,Yanchep,19.0492,7543.0
505031303,Hocking - Pearsall,26.1656,11397.0
505031304,Landsdale,7.2318,11862.0
505031305,Madeley - Darch,13.1193,12753.0
505031306,Wanneroo - Sinagra,15.5086,14094.0
506011110,Armadale - Wungong - Brookdale,25.3931,16668.0
506011111,Ashendon - Lesley,326.2898,14.0
506011112,Camillo - Champion Lakes,8.1254,5046.0
506011114,Kelmscott,15.0443,9565.0
506011115,Mount Nasura - Mount Richon - Bedfordale,61.0961,6958.0
506011116,Roleystone,74.8096,6395.0
506011117,Seville Grove,4.5652,8981.0
506011307,Harrisdale,5.7747,7955.0
506011308,Piara Waters - Forrestdale,38.4276,8871.0
506021118,Belmont - Ascot - Redcliffe,10.8529,19139.0
506021119,East Victoria Park - Carlisle,6.2709,12424.0
506021120,Kewdale Commercial,4.8502,10.0
506021121,Perth Airport,20.3221,47.0
506021123,Victoria Park - Lathlain - Burswood,7.5754,15928.0
506021309,Cloverdale,3.9696,10432.0
506021310,Kewdale,2.928,8909.0
506021311,Rivervale,3.3407,13418.0
506031124,Bentley - Wilson - St James,11.1482,17305.0
506031125,Canning Vale - West,8.7354,8465.0
506031127,Cannington - Queens Park,9.5148,15432.0
506031128,Parkwood - Ferndale - Lynwood,8.6347,10493.0
506031129,Riverton - Shelley - Rossmoyne,6.4203,10420.0
506031130,Welshpool,8.314,11883.0
506031131,Willetton,8.743,15433.0
506041132,Beckenham - Kenwick - Langford,18.9584,15591.0
506041133,Canning Vale - East,9.9338,19547.0
506041134,Gosnells,15.5131,16181.0
506041135,Huntingdale - Southern River,18.009,15199.0
506041136,Maddington - Orange Grove - Martin,53.2923,14730.0
506041137,Thornlie,11.591,17908.0
506051138,Forrestfield - Wattle Grove,26.8976,17372.0
506051139,High Wycombe,8.6968,11246.0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,28.1238,14470.0
506051141,Lesmurdie - Bickley - Carmel,220.0819,11556.0
506061142,Byford,29.3986,15730.0
506061143,Mundijong,286.7456,8053.0
506061144,Serpentine - Jarrahdale,588.6193,5010.0
506071145,Como,6.3895,10037.0
506071146,Manning - Waterford,6.161,8209.0
506071147,South Perth - Kensington,7.7563,14456.0
507011148,Banjup,29.7061,16426.0
507011152,Coogee,10.4233,9871.0
507011153,Coolbellup,4.5202,7915.0
507011154,Hamilton Hill,6.6153,10100.0
507011155,Henderson,8.7396,18.0
507011158,North Coogee,2.774,2307.0
507011159,South Lake - Cockburn Central,8.896,10902.0
507011160,Spearwood,6.5192,9829.0
507011161,Success - Hammond Park,8.861,13949.0
507011163,Yangebup,6.0198,7022.0
507011259,Beeliar - Wattleup,28.7159,7827.0
507011260,Jandakot,15.7037,2419.0
507021164,East Fremantle,3.1384,6028.0
507021165,Fremantle,29.5403,13929.0
507021166,Fremantle - South,7.3037,13006.0
507021167,O'Connor (WA),1.6691,21.0
507031169,Wellard (West) - Bertram,12.448,11799.0
507031170,Calista,15.1365,6397.0
507031172,Hope Valley - Postans,24.7949,1097.0
507031173,Kwinana Industrial,16.7145,412.0
507031174,Parmelia - Orelia,7.8295,8847.0
507031261,Casuarina - Wandi,43.0889,5057.0
507041175,Applecross - Ardross,5.4274,9484.0
507041176,Bateman,1.9561,2817.0
507041177,Bicton - Palmyra,6.322,11215.0
507041178,Booragoon,6.7888,12957.0
507041179,Bull Creek,4.1624,6166.0
507041180,Leeming,6.6994,8547.0
507041181,Melville,7.8838,14426.0
507041182,Murdoch - Kardinya,8.6462,11153.0
507041183,Willagee,2.0887,4225.0
507041184,Winthrop,3.4789,4503.0
507051186,Cooloongup,4.9901,7622.0
507051187,Port Kennedy,21.2107,10576.0
507051188,Rockingham,35.722,13700.0
507051189,Rockingham Lakes,21.0334,7.0
507051190,Safety Bay - Shoalwater,7.1927,9413.0
507051191,Singleton - Golden Bay - Secret Harbour,14.5709,16258.0
507051192,Waikiki,5.7834,10173.0
507051193,Warnbro,5.6428,8734.0
507051312,Baldivis - North,57.3058,6959.0
507051313,Baldivis - South,30.0095,19364.0
507051314,Karnup,54.2294,1132.0
509011225,Albany,30.6575,14646.0
509011226,Albany Surrounds,4009.0591,3903.0
509011227,Bayonet Head - Lower King,24.871,4986.0
509011228,Denmark,1859.8487,6457.0
509011229,Gnowangerup,15012.8153,4493.0
509011230,Katanning,2647.0202,4715.0
509011231,Kojonup,8554.5095,6075.0
509011232,Little Grove - Elleker,142.6706,3736.0
509011233,McKail - Willyung,101.1998,10747.0
509011234,Plantagenet,4383.8752,6244.0
509021236,Chittering,1219.9032,6672.0
509021237,Cunderdin,6896.4975,5174.0
509021238,Dowerin,11490.3834,5555.0
509021239,Gingin - Dandaragan,9919.9306,10859.0
509021240,Merredin,9827.5053,6185.0
509021241,Moora,13538.3952,6460.0
509021242,Mukinbudin,50176.9809,4475.0
509021243,Northam,1431.2215,10971.0
509021244,Toodyay,1691.6485,5654.0
509021245,York - Beverley,4502.1111,6764.0
509031246,Brookton,7480.8608,5011.0
509031247,Kulin,28626.1667,7407.0
509031248,Murray,2746.4237,2882.0
509031249,Narrogin,509.3037,4534.0
509031250,Wagin,9400.051,6533.0
510011262,Broome,50.0425,11418.0
510011263,Derby - West Kimberley,110798.9156,3670.0
510011264,Halls Creek,135345.3368,1255.0
510011265,Kununurra,117707.2878,5768.0
510011266,Roebuck,55343.5055,2118.0
510021267,East Pilbara,390578.4788,2181.0
510021268,Newman,17.0749,2264.0
510021269,Port Hedland,94.1758,4691.0
510021270,South Hedland,22.2565,7760.0
510031271,Ashburton (WA),100827.0317,4824.0
510031272,Karratha,134.2041,15558.0
510031273,Roebourne,15104.8531,4684.0
511011274,Esperance,479.8669,13262.0
511011275,Esperance Surrounds,55180.793,4961.0
511021276,Carnarvon,78.2669,4507.0
511021277,Exmouth,134986.3501,4236.0
511031278,Boulder,13.0881,7455.0
511031279,Kalgoorlie,23.4948,13387.0
511031280,Kalgoorlie - North,31.0652,8539.0
511031281,Kalgoorlie Airport,7.4496,9.0
511031282,Kambalda - Coolgardie - Norseman,218581.6465,3943.0
511031283,Leinster - Leonora,495840.4144,1818.0
511041285,Geraldton,21.8752,11147.0
511041286,Geraldton - East,80.9732,7673.0
511041287,Geraldton - North,143.0266,7557.0
511041288,Geraldton - South,26.2854,9463.0
511041289,Irwin,2369.3298,3991.0
511041290,Meekatharra,414527.0473,2464.0
511041291,Morawa,23464.3302,5504.0
511041292,Northampton - Mullewa - Greenough,26161.8873,6656.0
601011001,Bridgewater - Gagebrook,55.7463,7231.0
601011002,Brighton - Pontville,88.7598,5445.0
601011003,Old Beach - Otago,31.5716,4447.0
601021004,Bellerive - Rosny,4.7182,5068.0
601021005,Cambridge,101.7067,10959.0
601021006,Geilston Bay - Risdon,8.7147,2728.0
601021007,Howrah - Tranmere,9.4115,8910.0
601021008,Lindisfarne - Rose Bay,7.9977,6083.0
601021009,Mornington - Warrane,8.2145,4012.0
601021010,Risdon Vale,35.4878,2091.0
601021011,Rokeby,15.4232,4807.0
601021012,South Arm,74.2681,4445.0
601031013,Austins Ferry - Granton,27.3675,3569.0
601031014,Berriedale - Chigwell,34.0496,4721.0
601031015,Claremont (Tas.),17.9226,6341.0
601031016,Derwent Park - Lutana,4.9191,4318.0
601031017,Glenorchy,10.4597,9092.0
601031018,Montrose - Rosetta,5.7328,4000.0
601031019,Moonah,2.794,5937.0
601031020,New Norfolk,63.2641,6673.0
601031021,West Moonah,1.7875,4401.0
601041022,Kingston - Huntingfield,61.8202,10113.0
601041023,Kingston Beach - Blackmans Bay,22.2736,9098.0
601041024,Margate - Snug,146.2328,7690.0
601041026,Taroona - Bonnet Hill,8.0166,2825.0
601051027,Hobart,6.6174,10910.0
601051028,Lenah Valley - Mount Stuart,9.799,8806.0
601051029,Mount Nelson - Dynnyrne,7.9217,3825.0
601051030,New Town,3.8167,4976.0
601051031,Sandy Bay,6.9463,8988.0
601051032,South Hobart - Fern Tree,23.4873,4807.0
601051033,West Hobart,3.623,9660.0
601061034,Dodges Ferry - Lewisham,318.3924,8321.0
601061035,Sorell - Richmond,375.9341,8769.0
602011036,Invermay,4.0281,2560.0
602011037,Kings Meadows - Punchbowl,5.7589,3845.0
602011038,Launceston,5.2803,4845.0
602011039,Legana,33.697,4186.0
602011040,Mowbray,9.2817,3116.0
602011041,Newnham - Mayfield,23.5924,7538.0
602011042,Newstead,3.6874,4941.0
602011043,Norwood (Tas.),3.9851,3640.0
602011044,Prospect Vale - Blackstone,17.7443,6050.0
602011045,Ravenswood,10.0147,3433.0
602011046,Riverside,48.3143,6066.0
602011047,South Launceston,2.7762,4236.0
602011048,Summerhill - Prospect,8.8067,4419.0
602011049,Trevallyn,9.7181,4292.0
602011050,Waverley - St Leonards,55.1274,3309.0
602011051,West Launceston,3.9642,3893.0
602011052,Youngtown - Relbia,14.9319,4511.0
602021053,Beauty Point - Beaconsfield,259.1745,4307.0
602021054,Deloraine,2521.1544,6178.0
602021055,Grindelwald - Lanena,344.8496,6329.0
602021056,Hadspen - Carrick,174.702,3308.0
602021057,Westbury,679.0802,4653.0
602031058,Dilston - Lilydale,1274.0719,5084.0
602031059,George Town,747.1679,6734.0
602031060,Longford,222.5429,4277.0
602031061,Northern Midlands,4763.6291,4322.0
602031062,Perth - Evandale,226.7698,7113.0
602031064,St Helens - Scamander,3299.1468,6832.0
602031099,Flinders and Cape Barren Islands,1996.6244,1210.0
602031100,Scottsdale - Bridport,3205.7138,7619.0
603011065,Central Highlands,7185.4625,2063.0
603011066,Derwent Valley,1289.9537,3121.0
603011067,Southern Midlands,2600.2609,6684.0
603011068,Wilderness - East,7351.056,19.0
603021069,Bruny Island - Kettering,443.4641,3435.0
603021070,Cygnet,239.4535,4509.0
603021071,Geeveston - Dover,827.8139,3903.0
603021072,Huonville - Franklin,681.95,8906.0
603031073,Forestier - Tasman,660.3947,2829.0
603031074,Triabunna - Bicheno,2542.2432,5279.0
604011075,Acton - Upper Burnie,2.1455,2865.0
604011076,Burnie - Ulverstone Surrounds,1364.2465,5289.0
604011077,Burnie - Wivenhoe,11.447,3232.0
604011078,Parklands - Camdale,19.5336,5754.0
604011079,Penguin - Sulphur Creek,64.157,5200.0
604011080,Romaine - Havenview,11.8537,3055.0
604011081,Somerset,26.8891,3606.0
604011082,Ulverstone,27.4924,6831.0
604011083,West Ulverstone,18.0639,4216.0
604011084,Wynyard,58.6445,6021.0
604021085,Devonport,10.2768,13179.0
604021086,East Devonport,13.2324,4517.0
604021087,Latrobe,215.3338,4906.0
604021088,Miandetta - Don,23.0743,3336.0
604021089,Port Sorell,362.9642,6121.0
604021090,Quoiba - Spreyton,28.585,2818.0
604021091,Sheffield - Railton,1156.4977,6696.0
604021092,Turners Beach - Forth,84.3944,3071.0
604031093,King Island,1095.7407,1795.0
604031094,North West,4765.8968,4041.0
604031095,Smithton,91.3095,3702.0
604031096,Waratah,3489.4721,3663.0
604031097,West Coast (Tas.),3931.6265,3850.0
701011001,Darwin Airport,14.3244,21.0
701011002,Darwin City,3.1731,7803.0
701011003,East Point,2.377,12.0
701011004,Fannie Bay - The Gardens,3.9165,3979.0
701011005,Larrakeyah,1.9452,4420.0
701011006,Ludmilla - The Narrows,5.35,2996.0
701011007,Parap,1.1022,3267.0
701011008,Stuart Park,1.6531,4442.0
701011009,Woolner - Bayview - Winnellie,6.7936,3302.0
701021010,Alawa,1.2399,1481.0
701021011,Anula,1.3178,1573.0
701021012,Berrimah,30.2554,5184.0
701021013,Brinkin - Nakara,2.6861,2318.0
701021016,Coconut Grove,1.4242,2126.0
701021017,East Arm,27.9612,3.0
701021018,Jingili,1.3163,1234.0
701021019,Karama,2.0655,3292.0
701021020,Leanyer,2.5017,3077.0
701021021,Lyons (NT),7.0409,3345.0
701021022,Malak - Marrara,4.8314,3047.0
701021023,Millner,1.4677,1759.0
701021024,Moil,1.0424,1393.0
701021025,Nightcliff,1.4512,2681.0
701021026,Rapid Creek,1.9176,2274.0
701021027,Tiwi,3.1187,1797.0
701021028,Wagaman,0.8378,1502.0
701021029,Wanguri,0.8855,1309.0
701021030,Wulagi,1.2629,1618.0
701031031,Howard Springs,118.021,5133.0
701031032,Humpty Doo,157.4161,7947.0
701031033,Koolpinyah,1199.6495,16.0
701031034,Virginia,54.7364,2036.0
701031035,Weddell,1408.6881,2687.0
701041036,Bakewell,1.3185,2288.0
701041037,Driver,1.7157,2058.0
701041038,Durack - Marlow Lagoon,11.7191,3058.0
701041039,Gray,1.5029,2355.0
701041040,Moulden,1.7504,2125.0
701041041,Palmerston - North,4.7651,3095.0
701041042,Palmerston - South,24.9843,2291.0
701041043,Rosebery - Bellamack,3.1751,4977.0
701041044,Woodroffe,1.5977,2320.0
702011045,Charles,16.693,4009.0
702011046,East Side,25.7669,4739.0
702011047,Flynn (NT),17.0626,4072.0
702011048,Larapinta,58.5557,3666.0
702011049,Mount Johns,18.9529,3244.0
702011050,Petermann - Simpson,175248.1135,388.0
702011051,Ross,190.6821,1281.0
702011052,Sandover - Plenty,129517.1822,713.0
702011053,Tanami,192662.3199,433.0
702011054,Yuendumu - Anmatjere,71845.0771,326.0
702021055,Barkly,303169.1199,1035.0
702021056,Tennant Creek,42.0605,1901.0
702031057,Alligator,33100.6653,2757.0
702031058,Daly,34828.0715,624.0
702031059,Thamarrurr,3373.7078,634.0
702031060,Tiwi Islands,7483.1661,628.0
702031061,West Arnhem,33509.2426,1221.0
702041062,Anindilyakwa,2609.0396,1213.0
702041063,East Arnhem,30989.9027,2437.0
702041064,Nhulunbuy,7.647,1564.0
702051065,Elsey,92949.7346,410.0
702051066,Gulf,92278.235,1122.0
702051067,Katherine,7416.9497,7667.0
702051068,Victoria River,133608.8415,432.0
801011001,Aranda,1.5631,1681.0
801011002,Belconnen,4.4261,4902.0
801011003,Bruce,5.7975,5159.0
801011004,Charnwood,1.8559,2220.0
801011005,Cook,1.5831,1978.0
801011006,Dunlop,3.6054,5406.0
801011007,Evatt,3.0603,3919.0
801011008,Florey,2.7554,3590.0
801011009,Flynn (ACT),2.0955,2525.0
801011010,Fraser,2.4751,1519.0
801011011,Giralang,2.4467,2436.0
801011012,Gooromon,9.9448,7.0
801011013,Hawker,1.9562,2067.0
801011014,Higgins,1.6743,2301.0
801011015,Holt,3.2957,3476.0
801011016,Kaleen,6.0268,5347.0
801011017,Latham,2.7312,2740.0
801011018,Lawson,3.0845,108.0
801011019,Macgregor (ACT),4.2749,5074.0
801011020,Macquarie,1.7004,1917.0
801011021,McKellar,1.414,2015.0
801011022,Melba,2.3073,2362.0
801011023,Page,1.3225,2127.0
801011024,Scullin,1.426,2061.0
801011025,Spence,1.5224,1936.0
801011026,Weetangera,1.5832,1806.0
801011111,Molonglo Corridor,24.9139,9.0
801011143,Strathnairn,4.1957,11.0
801031031,Hume,8.5646,412.0
801031032,Kowen,76.9339,37.0
801031113,Canberra East,31.069,6190.0
801031114,Canberra Airport,5.5374,1031.0
801031115,Majura,89.6908,1914.0
801041034,Amaroo,2.5872,4518.0
801041035,Bonner,2.7559,5336.0
801041036,Casey,2.6225,4210.0
801041037,Crace,1.6518,5043.0
801041038,Forde,1.9171,3397.0
801041039,Franklin,2.2966,4683.0
801041040,Gungahlin,4.5642,4361.0
801041043,Hall,2.8718,316.0
801041044,Harrison,2.9168,6068.0
801041045,Mitchell,7.3847,6.0
801041046,Ngunnawal,4.1591,7674.0
801041047,Nicholls,6.7016,5018.0
801041048,Palmerston,1.9481,4015.0
801041118,Jacka,2.9098,523.0
801041119,Kenny,6.1708,6.0
801041120,Moncrieff,1.9172,76.0
801051049,Acton,2.7374,792.0
801051050,Ainslie,3.5405,3401.0
801051051,Braddon,1.4078,3005.0
801051053,Civic,1.4309,1615.0
801051054,Dickson,1.578,1414.0
801051055,Downer,1.6342,2403.0
801051056,Hackett,1.9498,1979.0
801051057,Lyneham,5.4776,3355.0
801051058,O'Connor (ACT),4.9286,3583.0
801051060,Turner,1.5376,2212.0
801051061,Watson,3.6744,3842.0
801051124,Campbell,3.1593,1745.0
801051125,Duntroon,2.4118,969.0
801051126,Parkes (ACT) - North,1.0976,3.0
801051127,Reid,0.9367,892.0
801061062,Deakin,3.5714,2640.0
801061063,Forrest,1.5901,1216.0
801061064,Griffith (ACT),2.7559,3412.0
801061067,Narrabundah,4.0907,4419.0
801061068,Parkes (ACT) - South,1.8118,5.0
801061069,Red Hill (ACT),4.8606,2386.0
801061070,Yarralumla,7.2105,2622.0
801061129,Barton,1.1901,1318.0
801061130,Fyshwick,9.7669,574.0
801061131,Kingston (ACT),1.4039,3272.0
801071071,Banks,2.2533,3865.0
801071072,Bonython,2.9045,2951.0
801071073,Calwell,3.8922,4510.0
801071074,Chisholm,3.1046,3999.0
801071075,Conder,4.5237,3958.0
801071076,Fadden,3.1064,2354.0
801071077,Gilmore,2.0454,2139.0
801071078,Gordon (ACT),4.4416,5928.0
801071079,Gowrie (ACT),1.9317,2434.0
801071080,Greenway,5.3071,2679.0
801071081,Isabella Plains,2.495,3443.0
801071082,Kambah,11.3361,11832.0
801071083,Macarthur,1.3014,1144.0
801071084,Monash,3.4119,4322.0
801071085,Mount Taylor,10.9052,4.0
801071086,Oxley (ACT),1.0865,1310.0
801071087,Richardson,2.2371,2342.0
801071088,Theodore,3.1353,2989.0
801071089,Tuggeranong,75.602,30.0
801071090,Wanniassa,5.3975,5867.0
801071132,Tuggeranong - West,9.2083,11.0
801081091,Chapman,1.8558,2176.0
801081092,Duffy,2.7964,2567.0
801081093,Fisher,1.5822,2430.0
801081094,Holder,1.8719,2124.0
801081095,Rivett,1.6106,2600.0
801081096,Stirling,1.3226,1735.0
801081097,Waramanga,1.7098,2134.0
801081098,Weston,3.8462,2894.0
801091099,Chifley,1.5889,2334.0
801091100,Curtin,4.8079,3538.0
801091101,Farrer,2.0687,2496.0
801091102,Garran,2.6965,2361.0
801091103,Hughes,1.7894,2020.0
801091104,Isaacs,3.0881,1821.0
801091105,Lyons (ACT),2.2619,3009.0
801091106,Mawson,2.1128,2533.0
801091107,O'Malley,2.6068,966.0
801091108,Pearce,1.7032,2001.0
801091109,Phillip,2.5749,2852.0
801091110,Torrens,1.3013,1710.0
801101134,Arboretum,6.0368,5.0
801101135,Coombs,2.3178,1475.0
801101139,Wright,1.2716,2236.0
801111140,ACT - South West,416.7824,477.0
801111141,Namadgi,1202.7527,35.0
901011001,Christmas Island,136.1356,69.0
901031003,Jervis Bay,67.2296,360.0
901041004,Norfolk Island,38.651,13.0
